,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Female,Misdemeanor,Two_yr_Recidivism
6046,2,0,1,0,0,1,1,0
6047,9,1,1,0,1,1,1,0
6049,7,1,1,0,0,1,0,1
6050,15,1,0,0,1,0,0,1
6051,2,1,0,0,1,0,1,1
6052,0,0,0,1,1,1,0,1
6053,1,1,0,1,1,0,0,1
6054,5,0,0,0,0,0,0,0
6055,8,0,0,1,1,0,0,1
6056,3,1,0,0,0,0,1,1
6057,1,1,0,0,1,0,0,0
6058,1,1,0,0,0,0,0,0
6059,10,0,1,0,1,0,0,1
6061,5,0,0,0,0,1,0,1
6063,8,1,0,0,1,0,0,1
6065,1,0,0,1,1,1,0,1
6066,0,0,0,0,0,0,0,0
6067,0,1,0,0,0,1,1,1
6069,3,1,0,0,1,0,0,1
6070,14,1,1,0,1,0,1,0
6071,3,1,0,0,1,1,0,1
6072,16,1,0,0,1,0,1,1
6073,0,0,0,0,1,0,1,1
6075,4,1,0,0,0,0,0,1
6076,4,1,0,0,1,0,1,1
6077,2,0,0,0,1,1,0,1
6079,31,1,1,0,1,0,0,1
6080,0,0,0,0,1,0,0,0
6081,5,1,0,0,1,1,0,0
6082,5,1,0,0,1,0,1,0
6083,2,0,0,0,1,0,0,1
6084,1,1,0,1,1,0,0,1
6085,2,0,1,0,0,0,0,0
6086,4,1,1,0,1,0,0,1
6087,4,1,0,0,0,1,0,1
6088,0,0,0,0,0,1,1,0
6089,6,1,0,0,1,1,1,1
6090,0,0,0,1,1,1,0,0
6092,0,0,1,0,1,0,1,0
6094,0,0,1,0,0,0,0,0
6096,1,0,0,1,0,1,0,0
6097,3,0,0,0,1,0,0,1
6098,11,1,0,0,0,0,0,0
6100,1,1,0,0,1,1,0,1
6101,4,1,0,0,1,1,0,1
6102,4,1,1,0,1,0,0,0
6103,8,0,1,0,0,0,1,0
6104,3,0,0,0,1,0,0,0
6105,9,1,0,0,1,1,0,1
6106,5,1,0,0,0,0,1,0
6107,7,1,0,0,0,0,1,1
6108,1,1,0,1,1,0,0,1
6109,3,1,0,0,0,1,0,0
6110,14,1,0,0,0,0,0,1
6112,0,1,0,1,1,0,0,1
6113,11,1,0,0,1,0,0,1
6114,2,0,0,0,0,0,0,0
6115,12,1,0,0,1,0,1,1
6116,4,1,0,0,0,0,0,0
6117,2,0,0,0,1,0,1,0
6118,4,0,1,0,0,0,1,0
6119,0,0,0,0,1,0,1,0
6120,3,0,0,0,0,0,1,1
6121,1,1,0,1,1,0,0,0
6122,5,1,1,0,1,0,1,0
6123,7,1,0,0,1,0,0,1
6125,4,0,0,0,1,0,0,0
6126,0,0,0,0,0,0,1,0
6128,0,1,0,1,1,0,0,1
6129,1,0,1,0,0,1,1,0
6130,2,1,0,0,0,0,1,0
6131,0,0,0,0,0,0,1,1
6132,0,1,0,1,1,0,1,0
6133,0,1,0,1,1,0,0,1
6134,1,1,0,0,1,0,1,0
6135,4,1,1,0,1,0,1,1
6136,0,0,1,0,0,0,1,1
6138,1,1,0,1,0,1,0,0
6139,3,0,1,0,0,1,0,0
6140,1,0,1,0,0,1,1,0
6141,7,1,1,0,1,0,1,1
6142,2,1,1,0,0,1,0,0
6143,0,1,0,1,1,1,0,1
6144,4,1,0,0,0,1,1,1
6145,5,0,0,0,0,0,0,0
6146,9,0,0,0,1,0,0,0
6147,14,0,1,0,0,0,0,1
6148,0,0,0,0,0,0,1,0
6149,3,0,0,0,1,0,1,1
6150,2,0,0,1,1,0,1,1
6151,0,0,0,0,0,0,0,0
6152,1,0,0,0,1,0,0,0
6153,2,0,0,0,0,1,1,1
6154,8,1,0,0,1,0,1,1
6155,0,0,0,0,1,0,1,0
6156,1,0,0,0,1,0,0,0
6157,4,1,0,0,1,0,0,0
6158,0,1,0,1,0,0,0,0
6159,0,1,0,1,1,1,1,1
6160,19,1,0,0,1,0,0,1
6163,2,0,0,0,1,0,1,0
6164,0,1,0,1,0,0,1,1
6165,0,0,0,0,1,0,1,1
6166,0,1,0,1,1,0,0,0
6167,0,1,0,1,1,0,0,0
6168,0,0,0,1,1,0,0,0
6170,3,0,0,0,1,1,1,0
